NODE_LIST
ID	X	Y
89	80	79	10.0
90	81	80	10.0
91	82	81	10.0
92	83	82	10.0
93	84	83	10.0
94	85	84	10.0
95	86	85	10.0
96	87	86	10.0
97	88	87	10.0
98	89	88	10.0
99	90	89	10.0
100	91	90	10.0
101	91	90	10.0
102	92	91	10.0
103	92	93	10.0
104	94	92	10.0
105	94	93	10.0
106	97	94	10.0
107	94	95	10.0
108	96	95	10.0
109	97	96	10.0
110	212	97	10.0
111	98	212	10.0
112	98	96	10.0
113	37	98	10.0
114	99	51	10.0
115	100	99	10.0
116	101	100	10.0
117	102	101	10.0
118	103	102	10.0
119	104	103	10.0
120	105	104	10.0
121	106	105	10.0
122	107	106	10.0
123	108	107	10.0
124	109	108	10.0
125	110	109	10.0
126	111	110	10.0
127	112	111	10.0
128	113	112	10.0
129	115	113	10.0
130	114	113	10.0
131	115	114	10.0
132	116	115	10.0
133	117	116	10.0
134	116	118	10.0
135	118	117	10.0
136	119	118	10.0
137	119	117	10.0
138	120	119	10.0
139	121	120	10.0
140	122	121	10.0
141	123	122	10.0
142	124	123	10.0
143	125	124	10.0
144	126	125	10.0
145	127	125	10.0
146	127	126	10.0
147	127	126	10.0
148	128	127	10.0
149	30	128	10.0
150	129	128	10.0
151	33	129	10.0
152	34	129	10.0
153	130	139	10.0
154	131	130	10.0
155	132	131	10.0
156	125	132	10.0
157	125	131	10.0
158	133	16	10.0
159	134	133	10.0
160	20	134	10.0
161	25	135	10.0
162	135	136	10.0
163	136	137	10.0
164	137	138	10.0
165	138	139	10.0
166	139	140	10.0
167	140	119	10.0
168	140	120	10.0
169	141	390	10.0
170	142	141	10.0
171	137	142	10.0
172	57	143	10.0
173	143	391	10.0
174	144	392	10.0
175	145	144	10.0
176	146	145	10.0
177	147	146	10.0
178	148	147	10.0
179	149	148	10.0
180	150	149	10.0
181	151	150	10.0
182	152	151	10.0
183	143	152	10.0
184	153	5	10.0
185	154	153	10.0
186	155	154	10.0
187	156	155	10.0
188	53	156	10.0
189	157	393	10.0
190	158	157	10.0
191	159	158	10.0
192	160	394	10.0
193	160	55	10.0
194	161	160	10.0
195	162	161	10.0
196	163	162	10.0
197	164	163	10.0
198	165	164	10.0
199	166	165	10.0
200	167	166	10.0
201	70	167	10.0
202	69	168	10.0
203	75	206	10.0
204	168	395	10.0
205	169	71	10.0
206	170	169	10.0
207	171	170	10.0
208	172	171	10.0
209	172	170	10.0
210	173	172	10.0
211	174	173	10.0
212	174	172	10.0
213	179	174	10.0
214	175	108	10.0
215	176	175	10.0
216	177	176	10.0
217	178	177	10.0
218	179	178	10.0
219	74	179	10.0
220	72	71	10.0
221	180	112	10.0
222	181	180	10.0
223	81	181	10.0
224	182	81	10.0
225	183	182	10.0
226	184	183	10.0
227	185	184	10.0
228	186	185	10.0
229	187	186	10.0
230	188	187	10.0
231	189	188	10.0
232	90	189	10.0
233	189	190	10.0
234	190	191	10.0
235	191	396	10.0
236	192	124	10.0
237	193	192	10.0
238	93	193	10.0
239	95	193	10.0
240	194	397	10.0
241	195	194	10.0
242	196	195	10.0
243	74	196	10.0
244	76	196	10.0
245	197	116	10.0
246	84	197	10.0
247	44	75	10.0
248	198	191	10.0
249	200	198	10.0
250	201	198	10.0
251	199	97	10.0
252	200	199	10.0
253	201	200	10.0
254	201	200	10.0
255	202	199	10.0
256	203	202	10.0
257	209	203	10.0
258	204	205	10.0
259	203	204	10.0
260	205	201	10.0
261	206	205	10.0
262	44	206	10.0
263	207	98	10.0
264	208	207	10.0
265	209	208	10.0
266	43	209	10.0
267	209	41	10.0
268	377	317	10.0
269	378	377	10.0
270	379	378	10.0
271	385	379	10.0
272	46	380	10.0
273	380	318	10.0
274	381	46	10.0
275	319	381	10.0
276	384	381	10.0
277	383	382	10.0
278	319	383	10.0
279	382	384	10.0
280	384	383	10.0
281	319	384	10.0
282	380	388	10.0
283	388	387	10.0
284	387	377	10.0
285	385	378	10.0
286	45	385	10.0
287	388	387	10.0
288	40	214	10.0
289	214	215	10.0
290	315	215	10.0
291	215	42	10.0
292	217	216	10.0
293	23	216	10.0
294	218	217	10.0
295	219	218	10.0
296	29	219	10.0
297	31	219	10.0
298	217	221	10.0
299	218	222	10.0
300	32	220	10.0
301	222	221	10.0
302	222	223	10.0
303	223	225	10.0
304	224	243	10.0
305	225	224	10.0
306	220	225	10.0
307	226	220	10.0
308	227	226	10.0
309	38	227	10.0
310	229	228	10.0
311	230	229	10.0
312	231	230	10.0
313	251	231	10.0
314	235	231	10.0
315	233	232	10.0
316	234	233	10.0
317	235	234	10.0
318	236	235	10.0
319	237	236	10.0
320	238	237	10.0
321	239	238	10.0
322	240	239	10.0
323	241	240	10.0
324	242	241	10.0
325	243	242	10.0
326	244	243	10.0
327	245	244	10.0
328	246	245	10.0
329	247	246	10.0
330	39	247	10.0
331	248	399	10.0
332	237	248	10.0
333	249	400	10.0
334	239	249	10.0
335	250	401	10.0
336	241	250	10.0
337	251	235	10.0
338	252	251	10.0
339	253	252	10.0
340	254	253	10.0
341	255	254	10.0
342	256	255	10.0
343	257	256	10.0
344	258	257	10.0
345	246	258	10.0
346	230	306	10.0
347	259	307	10.0
348	260	259	10.0
349	261	260	10.0
350	262	261	10.0
351	263	262	10.0
352	264	263	10.0
353	265	264	10.0
354	266	265	10.0
355	246	266	10.0
356	267	402	10.0
357	268	267	10.0
358	269	268	10.0
359	270	269	10.0
360	270	303	10.0
361	271	270	10.0
362	272	271	10.0
363	274	272	10.0
364	273	304	10.0
365	274	273	10.0
366	275	274	10.0
367	276	275	10.0
368	313	276	10.0
369	277	272	10.0
370	278	277	10.0
371	285	278	10.0
372	279	403	10.0
373	280	279	10.0
374	281	280	10.0
375	282	281	10.0
376	283	282	10.0
377	284	283	10.0
378	285	284	10.0
379	313	285	10.0
380	286	404	10.0
381	289	286	10.0
382	287	405	10.0
383	287	406	10.0
384	288	287	10.0
385	289	288	10.0
386	285	289	10.0
387	290	398	10.0
388	291	290	10.0
389	292	291	10.0
390	288	292	10.0
391	295	408	10.0
392	296	295	10.0
393	297	296	10.0
394	298	297	10.0
395	299	298	10.0
396	300	299	10.0
397	301	300	10.0
398	302	301	10.0
399	303	302	10.0
400	304	303	10.0
401	305	304	10.0
402	306	305	10.0
403	307	306	10.0
404	308	307	10.0
405	309	308	10.0
406	310	309	10.0
407	311	310	10.0
408	312	311	10.0
409	313	312	10.0
410	314	313	10.0
411	315	314	10.0
412	316	315	10.0
413	316	315	10.0
414	317	316	10.0
415	318	317	10.0
416	382	318	10.0
417	320	319	10.0
418	321	324	10.0
419	322	321	10.0
420	323	322	10.0
421	409	323	10.0
422	293	319	10.0
423	324	320	10.0
424	294	210	10.0
425	328	294	10.0
426	325	213	10.0
427	327	325	10.0
428	327	326	10.0
429	210	213	10.0
430	329	327	10.0
431	322	321	10.0
432	329	328	10.0
433	323	329	10.0
434	330	411	10.0
435	339	330	10.0
436	346	417	10.0
437	331	410	10.0
438	332	331	10.0
439	333	332	10.0
440	334	333	10.0
441	335	334	10.0
442	336	335	10.0
443	337	371	10.0
444	338	337	10.0
445	326	338	10.0
446	340	339	10.0
447	341	340	10.0
448	342	341	10.0
449	337	369	10.0
450	337	368	10.0
451	343	344	10.0
452	344	329	10.0
453	369	342	10.0
454	345	413	10.0
455	347	346	10.0
456	345	347	10.0
457	335	345	10.0
458	348	347	10.0
459	342	348	10.0
460	348	341	10.0
461	331	414	10.0
462	332	352	10.0
463	333	416	10.0
464	331	349	10.0
465	352	415	10.0
466	350	418	10.0
467	350	333	10.0
468	351	350	10.0
469	362	351	10.0
470	355	419	10.0
471	354	355	10.0
472	360	354	10.0
473	370	343	10.0
474	368	370	10.0
475	355	421	10.0
476	356	355	10.0
477	354	356	10.0
478	354	422	10.0
479	353	420	10.0
480	349	353	10.0
481	360	423	10.0
482	357	382	10.0
483	358	357	10.0
484	359	358	10.0
485	360	359	10.0
486	361	360	10.0
487	362	361	10.0
488	363	362	10.0
489	326	363	10.0
490	362	407	10.0
491	363	336	10.0
492	358	364	10.0
493	364	365	10.0
494	365	366	10.0
495	366	424	10.0
496	367	343	10.0
497	338	367	10.0
498	327	367	10.0
499	371	336	10.0
500	371	412	10.0
501	232	425	10.0
502	232	426	10.0
503	372	427	10.0
504	228	372	10.0
505	373	428	10.0
506	374	373	10.0
507	375	374	10.0
508	228	375	10.0
509	375	429	10.0
510	376	430	10.0
511	17	376	10.0
512	210	320	10.0
513	213	210	10.0
514	327	211	10.0
515	211	325	10.0
516	210	293	10.0
517	320	293	10.0
END CHANNEL_LIST
RESERVOIR_LIST
ID	NODES
801	203,208,209
802	194,196,72,74,168
803     183,184
604	202,208,207,98,212,199
605	120,122,123,124,125,130,131,140
END RESERVOIR_LIST
