NODE_LIST
ID	X	Y
216	641877.000000	4208523.000000
217	638676.000000	4211802.000000
218	635154.000000	4212876.000000
219	633282.000000	4211333.000000
220	631322.000000	4214872.000000
221	638813.000000	4216526.000000
222	635201.000000	4214465.000000
223	634004.000000	4216479.000000
224	632216.000000	4218611.000000
225	632104.000000	4217258.000000
226	629804.000000	4216661.000000
227	627364.000000	4216525.000000
228	631569.000000	4236391.000000
229	631328.000000	4235129.000000
230	631554.000000	4233795.000000
231	631434.000000	4233135.000000
232	636539.000000	4235300.000000
233	633322.000000	4235393.000000
234	632559.000000	4233657.000000
235	631886.000000	4232172.000000
236	631903.000000	4230349.000000
237	633189.000000	4228478.000000
238	632207.000000	4226980.000000
239	632049.000000	4225204.000000
240	631091.000000	4223487.000000
241	631089.000000	4222387.000000
242	631296.000000	4221219.000000
243	631725.000000	4219773.000000
244	629258.000000	4220377.000000
245	626866.000000	4219772.000000
246	624854.000000	4221199.000000
247	624382.000000	4219075.000000
402	603248.000000	4238247.000000
403	637351.000000	4229650.000000
248	635539.000000	4229613.000000
404	636124.000000	4226149.000000
249	634410.000000	4225656.000000
405	637464.000000	4223263.000000
250	634563.000000	4222441.000000
251	630750.000000	4231779.000000
252	630900.000000	4230312.000000
253	630346.000000	4229419.000000
254	629403.000000	4229229.000000
255	628944.000000	4226860.000000
256	628790.000000	4225503.000000
257	627522.000000	4223157.000000
258	626267.000000	4222386.000000
259	628904.000000	4231923.000000
260	627838.000000	4231623.000000
261	628141.000000	4230213.000000
262	626828.000000	4228242.000000
263	624922.000000	4226957.000000
264	624081.000000	4224942.000000
265	623764.000000	4223056.000000
266	623200.000000	4221842.000000
406	628896.000000	4252736.000000
267	627605.000000	4250693.000000
268	626431.000000	4247903.000000
269	624734.000000	4246079.000000
270	623742.000000	4243669.000000
271	622693.000000	4241295.000000
272	621940.000000	4238466.000000
273	623292.000000	4237341.000000
274	622442.000000	4234941.000000
275	622323.000000	4232226.000000
276	620502.000000	4228184.000000
277	618453.000000	4238770.000000
278	618878.000000	4236494.000000
407	628079.000000	4269123.000000
279	623342.000000	4266696.000000
280	623494.000000	4259369.000000
281	622034.000000	4254878.000000
282	619908.000000	4248770.000000
283	618278.000000	4244122.000000
284	616991.000000	4236797.000000
285	616023.000000	4232343.000000
408	616467.000000	4243881.000000
286	616801.000000	4238109.000000
409	614275.000000	4243472.000000
410	611381.000000	4238942.000000
287	614460.000000	4235356.000000
288	614733.000000	4233768.000000
289	615210.000000	4233077.000000
290	607551.000000	4235805.000000
291	609949.000000	4235288.000000
292	611747.000000	4234455.000000
411	587724.000000	4224022.000000
293	595227.000000	4214766.000000
294	586714.000000	4214174.000000
295	629963.000000	4274326.000000
296	629041.000000	4269159.000000
297	628646.000000	4264615.000000
298	625668.000000	4262153.000000
299	628555.000000	4259455.000000
300	630608.000000	4255689.000000
301	628422.000000	4253937.000000
302	629142.000000	4249245.000000
303	628238.000000	4245915.000000
304	624545.000000	4243073.000000
305	624737.000000	4240651.000000
306	627727.000000	4237282.000000
307	630333.000000	4234275.000000
308	629708.000000	4233473.000000
309	626291.000000	4233307.000000
310	626244.000000	4229082.000000
311	624209.000000	4227494.000000
312	622028.000000	4224927.000000
313	619622.000000	4225757.000000
314	616898.000000	4226448.000000
315	614834.000000	4222543.000000
316	613332.000000	4218622.000000
317	610499.000000	4216185.000000
318	605452.000000	4213018.000000
319	602199.000000	4213758.000000
320	597666.000000	4211541.000000
321	592581.000000	4212533.000000
322	584653.000000	4213151.000000
323	581405.000000	4212535.000000
324	577180.000000	4210878.000000
412	575694.000000	4209949.000000
325	588474.000000	4212566.000000
326	585376.000000	4217233.000000
327	582630.000000	4220507.000000
328	582999.000000	4218498.000000
329	584116.000000	4215125.000000
330	579694.000000	4214789.000000
413	584123.000000	4232658.000000
414	575772.000000	4230292.000000
331	575950.000000	4230080.000000
332	584849.000000	4230668.000000
333	583364.000000	4229437.000000
334	584242.000000	4227582.000000
335	583304.000000	4226030.000000
336	582059.000000	4225323.000000
337	582578.000000	4223736.000000
338	580059.000000	4221191.000000
339	580962.000000	4219780.000000
340	576888.000000	4229086.000000
341	577777.000000	4227798.000000
342	577905.000000	4224696.000000
343	578719.000000	4223751.000000
344	579001.000000	4218601.000000
345	578721.000000	4215823.000000
415	579728.000000	4223901.000000
416	581785.000000	4227475.000000
346	581286.000000	4226062.000000
347	579101.000000	4227349.000000
348	580469.000000	4226558.000000
349	578501.000000	4224900.000000
417	583040.000000	4231386.000000
418	581361.000000	4228815.000000
419	582835.000000	4228456.000000
350	586203.000000	4231294.000000
420	578513.000000	4229808.000000
421	585126.000000	4228936.000000
351	584570.000000	4227853.000000
352	586645.000000	4226533.000000
353	583565.000000	4229692.000000
422	593609.000000	4230076.000000
423	588384.000000	4231018.000000
354	587356.000000	4231276.000000
355	594700.000000	4226130.000000
424	595834.000000	4230845.000000
356	594613.000000	4228508.000000
357	595585.000000	4226458.000000
425	595649.000000	4225304.000000
426	591694.000000	4226680.000000
358	597961.000000	4215227.000000
359	597791.000000	4216446.000000
360	595654.000000	4222016.000000
361	593321.000000	4224870.000000
362	591297.000000	4225325.000000
363	588387.000000	4226568.000000
364	583083.000000	4223413.000000
365	596145.000000	4215904.000000
366	595312.000000	4216743.000000
367	591415.000000	4217099.000000
427	588552.000000	4218072.000000
368	580961.000000	4219289.000000
369	578832.000000	4220281.000000
370	579946.000000	4223088.000000
371	579232.000000	4219361.000000
372	581366.000000	4223593.000000
428	637185.000000	4235588.000000
429	637278.000000	4235245.000000
430	636359.000000	4238181.000000
373	634378.000000	4236917.000000
431	630953.000000	4242499.000000
374	630119.000000	4241139.000000
375	630691.000000	4239052.000000
376	631450.000000	4236912.000000
432	630632.000000	4235896.000000
433	650011.000000	4202022.000000
377	648110.000000	4201932.000000
378	606351.000000	4211391.000000
379	606715.000000	4210781.000000
380	608482.000000	4209548.000000
381	602097.000000	4211782.000000
382	600831.000000	4209984.000000
383	600291.000000	4213612.000000
384	598897.000000	4212316.000000
385	600023.000000	4211713.000000
386	606625.000000	4209376.000000
387	614494.000000	4212069.000000
388	604801.000000	4211408.000000
389	603066.000000	4211060.000000
390	629969.000000	4276316.000000
391	630028.000000	4279504.000000
392	629999.000000	4282534.000000
434	630068.000000	4283301.000000
9001	612749.000000	4186927.000000
9002	625783.000000	4184286.000000
9003	568727.000000	4208323.000000
9004	596851.000000	4235020.000000
9005	578674.000000	4268448.000000
9006	590179.000000	4268126.000000
9010	624714.000000	4266702.000000
9011	638036.000000	4164139.000000
9012	601225.000000	4206997.000000
9013	575676.000000	4206720.000000
9014	601061.000000	4241287.000000
9015	610310.000000	4261829.000000
END NODE_LIST
CHANNEL_LIST
ID	UP	DOWN	LENGTH
1	1	2	19500
2	2	3	14000
3	3	4	13000
4	4	5	14050
5	5	6	12350
6	6	7	9878
7	7	8	8796
8	8	9	11625
9	9	10	10497
10	10	11	9400
11	11	12	12748
12	12	13	8214
13	13	14	7706
14	14	15	5339
15	15	16	5388
16	16	17	5384
17	393	1	13150
18	17	18	3765
19	18	19	3666
20	19	20	4107
21	20	21	5947
22	21	22	6803
23	22	23	3425
24	23	24	7742
25	24	25	3317
26	25	26	4000
27	27	25	4700
28	26	28	5000
29	28	27	3800
30	25	28	7358
31	28	29	6525
32	29	30	6098
33	30	31	2397
34	29	31	5988
35	30	32	7239
36	31	32	5532
37	32	33	5291
38	33	34	4791
39	34	35	4316
40	35	36	5753
41	34	36	6359
42	36	37	8762
43	37	38	2492
44	38	39	3619
45	39	40	12421
46	40	41	11780
47	41	42	14248
48	42	43	9015
49	387	44	12948
50	44	380	9721
51	380	45	11539
52	45	46	8783
53	46	383	11276
54	8	47	3787
55	47	48	4762
56	48	49	4214
57	49	50	4378
58	50	51	4975
59	51	52	4762
60	52	53	5875
61	53	54	6003
62	54	55	4600
63	55	56	3010
64	159	55	3161
65	159	56	2075
66	56	57	2887
67	57	58	3769
68	56	58	7403
69	58	59	3985
70	59	60	6019
71	60	61	4513
72	61	62	4142
73	62	63	3904
74	63	64	4282
75	64	65	4686
76	65	66	7316
77	66	67	3185
78	67	68	3457
79	68	69	5447
80	69	70	3857
81	70	71	2609
82	43	387	5450
83	72	73	3377
84	73	74	3377
85	74	76	5022
86	76	77	4754
87	77	78	4544
88	78	79	3722
89	79	80	4119
90	80	81	6169
91	81	82	4034
92	82	83	3850
93	83	84	3741
94	84	85	3249
95	85	86	3950
96	86	87	3927
97	87	88	3645
98	88	89	2947
99	89	90	3819
100	90	91	4183
101	90	91	7064
102	91	92	4050
103	93	92	3991
104	92	94	3340
105	93	94	3298
106	94	97	8901
107	95	94	12030
108	95	96	12785
109	96	97	5677
110	97	212	4792
111	212	98	6142
112	96	98	7396
113	98	37	7062
114	51	99	4937
115	99	100	8246
116	100	101	5267
117	101	102	8409
118	102	103	5691
119	103	104	7026
120	104	105	5640
121	105	106	5447
122	106	107	6823
123	107	108	7627
124	108	109	4427
125	109	110	2266
126	110	111	3983
127	111	112	7131
128	112	113	2294
129	113	115	6283
130	113	114	7632
131	114	115	5345
132	115	116	3379
133	116	117	2708
134	118	116	2818
135	117	118	3053
136	118	119	3804
137	117	119	4423
138	119	120	4373
139	120	121	4354
140	121	122	4217
141	122	123	3731
142	123	124	3312
143	124	125	3980
144	125	126	2616
145	125	127	2593
146	126	127	2775
147	126	127	2088
148	127	128	4306
149	128	30	6956
150	128	129	10808
151	129	33	4261
152	129	34	5058
153	139	130	3332
154	130	131	3743
155	131	132	3265
156	132	125	3407
157	131	125	6624
158	16	133	8000
159	133	134	6800
160	134	20	5300
161	135	25	4805
162	136	135	5701
163	137	136	4494
164	138	137	4956
165	139	138	4247
166	140	139	4363
167	119	140	5621
168	120	140	3066
169	394	141	9770
170	141	142	7072
171	142	137	4286
172	143	57	4506
173	395	143	8869
174	396	144	4600
175	144	145	4600
176	145	146	3200
177	146	147	2641
178	147	148	2562
179	148	149	2315
180	149	150	3596
181	150	151	1709
182	151	152	1508
183	152	143	1946
184	5	153	3045
185	153	154	8526
186	154	155	7205
187	155	156	7231
188	156	53	6662
189	397	157	7630
190	157	158	7019
191	158	159	6789
192	398	160	7297
193	55	160	4630
194	160	161	5533
195	161	162	2534
196	162	163	4235
197	163	164	3553
198	164	165	3636
199	165	166	4032
200	166	167	6906
201	167	70	4893
202	168	69	4500
203	206	75	12951
204	399	168	8000
205	71	169	4240
206	169	170	4301
207	170	171	2136
208	171	172	2926
209	170	172	2456
210	172	173	2745
211	173	174	2602
212	172	174	2793
213	174	179	2722
214	108	175	4153
215	175	176	4789
216	176	177	3218
217	177	178	3048
218	178	179	5712
219	179	74	4313
220	71	72	3088
221	112	180	4028
222	180	181	4922
223	181	81	3920
224	81	182	3609
225	182	183	4263
226	183	184	5724
227	184	185	3820
228	185	186	3571
229	186	187	5416
230	187	188	4661
231	188	189	5093
232	189	90	4803
233	190	189	4331
234	191	190	4948
235	400	191	5009
236	124	192	3449
237	192	193	6333
238	193	93	6303
239	193	95	2612
240	401	194	4298
241	194	195	4723
242	195	196	5177
243	196	74	3227
244	196	76	2723
245	116	197	4295
246	197	84	3086
247	75	44	2146
248	191	198	7394
249	198	200	5717
250	198	201	4293
251	97	199	9400
252	199	200	4265
253	200	201	4850
254	200	201	4496
255	199	202	5552
256	202	203	17063
257	203	209	3908
258	205	204	12975
259	204	203	14002
260	201	205	4983
261	205	206	12940
262	206	44	18409
263	98	207	6850
264	207	208	10105
265	208	209	5854
266	209	43	8937
267	41	209	11364
268	318	378	3300
269	378	379	3300
270	379	380	4103
271	380	386	6063
272	381	46	4500
273	319	381	5374
274	46	382	6123
275	382	320	10323
276	382	385	7760
277	383	384	6226
278	384	320	4657
279	385	383	3912
280	384	385	2758
281	385	320	4836
282	389	381	2300
283	388	389	3000
284	378	388	5030
285	379	386	5322
286	386	45	4759
287	388	389	3000
288	214	40	13500
289	215	214	12500
290	215	316	7593
291	42	215	8100
292	216	217	18638
293	216	23	11385
294	217	218	15774
295	218	219	8130
296	219	29	7400
297	219	31	2755
298	221	217	15422
299	222	218	5030
300	220	32	11124
301	221	222	15797
302	223	222	7625
303	225	223	10351
304	243	224	6101
305	224	225	5416
306	225	220	9962
307	220	226	8225
308	226	227	10941
309	227	38	7158
310	228	229	4845
311	229	230	4591
312	230	231	2145
313	231	251	7103
314	231	235	3369
315	232	233	12296
316	233	234	7128
317	234	235	5953
318	235	236	7882
319	236	237	9962
320	237	238	5963
321	238	239	7356
322	239	240	7139
323	240	241	7380
324	241	242	4443
325	242	243	7088
326	243	244	8752
327	244	245	8189
328	245	246	10249
329	246	247	7902
330	247	39	9672
331	403	248	5905
332	248	237	10417
333	404	249	6066
334	249	239	8793
335	405	250	10390
336	250	241	13656
337	235	251	4249
338	251	252	5023
339	252	253	3621
340	253	254	3398
341	254	255	9416
342	255	256	5297
343	256	257	10733
344	257	258	6133
345	258	246	7126
346	307	230	3940
347	308	259	6324
348	259	260	4221
349	260	261	6610
350	261	262	8772
351	262	263	7738
352	263	264	7766
353	264	265	8624
354	265	266	9831
355	266	246	6080
356	406	267	14000
357	267	268	12000
358	268	269	11397
359	269	270	20000
360	304	270	3300
361	270	271	9200
362	271	272	10454
363	272	274	12340
364	305	273	12528
365	273	274	10577
366	274	275	8928
367	275	276	15694
368	276	314	11358
369	272	277	12307
370	277	278	8822
371	278	285	18016
372	407	279	19781
373	279	280	23897
374	280	281	15515
375	281	282	21261
376	282	283	16091
377	283	284	24303
378	284	285	14831
379	285	314	21353
380	408	286	17100
381	286	289	6300
382	409	287	25700
383	410	287	14600
384	287	288	6200
385	288	289	2600
386	289	285	4000
387	402	290	8900
388	290	291	7700
389	291	292	7500
390	292	288	14100
391	295	296	14047
392	296	297	18620
393	297	298	17340
394	298	299	11828
395	299	300	24177
396	300	301	6300
397	301	302	25418
398	302	303	6133
399	303	304	13562
400	304	305	8273
401	305	306	14774
402	306	307	13209
403	307	308	5317
404	308	309	11655
405	309	310	14165
406	310	311	8874
407	311	312	11465
408	312	313	8769
409	313	314	8661
410	314	315	13931
411	315	316	13783
412	316	317	15812
413	316	317	12134
414	317	318	20141
415	318	319	10827
416	319	383	7094
417	320	321	20200
418	325	322	12100
419	322	323	10200
420	323	324	14800
421	324	412	5398
422	320	293	10700
423	321	325	11500
424	210	294	12631
425	294	329	9098
426	213	326	10900
427	326	328	8200
428	327	328	7000
429	213	210	10000
430	328	330	15800
431	322	323	9000
432	329	330	14428
433	330	324	12200
434	414	331	3000
435	331	340	10200
436	420	347	15600
437	413	332	8189
438	332	333	3546
439	333	334	11456
440	334	335	10929
441	335	336	7577
442	336	337	7670
443	372	338	10666
444	338	339	3782
445	339	327	6218
446	340	341	7000
447	341	342	14000
448	342	343	9552
449	370	338	11154
450	369	338	7216
451	345	344	12233
452	330	345	3909
453	343	370	4692
454	416	346	6300
455	347	348	9200
456	348	346	4000
457	346	336	4137
458	348	349	10560
459	349	343	13002
460	342	349	2078
461	417	332	13500
462	353	333	21700
463	419	334	6000
464	350	332	11538
465	418	353	3500
466	421	351	6052
467	334	351	1930
468	351	352	8824
469	352	363	10953
470	422	356	7449
471	356	355	10349
472	355	361	5920
473	344	371	3011
474	371	369	3814
475	424	356	14300
476	356	357	10167
477	357	355	3226
478	425	355	6836
479	423	354	5262
480	354	350	6213
481	426	361	11407
482	383	358	5773
483	358	359	6038
484	359	360	31445
485	360	361	12292
486	361	362	8664
487	362	363	12909
488	363	364	22742
489	364	327	10015
490	411	363	15700
491	337	364	2107
492	365	359	1250
493	366	365	14250
494	367	366	11750
495	427	367	14750
496	344	368	3500
497	368	339	5500
498	368	328	4200
499	337	372	4398
500	415	372	7164
501	428	232	2501
502	429	232	2617
503	430	373	9487
504	373	228	10118
505	431	374	5248
506	374	375	7237
507	375	376	7701
508	376	228	2039
509	432	376	4951
510	433	377	6244
511	377	17	6259
512	321	210	7400
513	210	213	11150
514	211	328	8000
515	326	211	8000
516	293	210	13318
517	293	321	13000
518	390	295	10000
519	391	390	10000
520	392	391	10000
521	434	392	10000
END CHANNEL_LIST
RESERVOIR_LIST
ID	NODES
END RESERVOIR_LIST
