VERTCON  Version 2.10
     38.04792539    121.65311318  0.720                        270,0.082        
     38.04993023    121.65571407  0.720                        270,0.356        
     38.05143298    121.65789246  0.721                        270,0.573        
     38.05352267    121.65770909  0.721                        270,0.787        
     38.05476618    121.65631346  0.721                        270,0.945        
     38.01726448    121.64919632  0.716                        271,0.193        
     38.02221260    121.65838194  0.718                        271,0.479        
     38.03051356    121.66934554  0.721                        271,0.896        
     38.03529126    121.67171993  0.721                        272,0.163        
     38.04153783    121.66893242  0.721                        272,0.545        
     38.04698765    121.65613991  0.720                        272,0.932        
     38.01165225    121.63609952  0.714                         273,0.52        
     38.01273812    121.64972590  0.716                        274,0.094        
     38.01275554    121.66955107  0.719                        274,0.605        
     38.01230828    121.68116704  0.722                         274,0.93        
     38.02010150    121.68841723  0.723                        275,0.172        
     38.02648204    121.69279849  0.724                        275,0.324        
     38.02279446    121.71522616  0.728                        275,0.706        
     38.02568735    121.72294252  0.729                         275,0.84        
     38.06271375    121.58698979  0.713                         276,0.17        
     38.06361293    121.59381807  0.714                         276,0.46        
     38.06247056    121.59959308  0.714                        276,0.742        
     38.06097144    121.60322551  0.715                        276,0.913        
     38.05989934    121.60975465  0.715                        277,0.115        
     38.06072528    121.61526059  0.716                        277,0.279        
     38.05800720    121.62308421  0.717                        277,0.604        
     38.05181024    121.62614005  0.716                        277,0.857        
     38.05051119    121.63227939  0.717                        278,0.091        
     38.05200565    121.63500702  0.717                        278,0.282        
     38.05368668    121.63795608  0.718                         278,0.47        
     38.05483137    121.64227822  0.719                        278,0.697        
     38.05557273    121.64593934  0.720                        278,0.883        
     38.05564520    121.64984768  0.720                        279,0.054        
     38.05534804    121.65327330  0.720                        279,0.165        
     38.05680809    121.65771733  0.721                        279,0.319        
     38.05642396    121.66426116  0.722                        279,0.534        
     38.05779575    121.67162100  0.723                        279,0.778        
     38.08845985    121.64428167  0.724                          280,0.0        
     38.08845095    121.64428345  0.724                          280,1.0        
     38.05877105    121.79797702  0.742                          281,0.0        
     38.05877057    121.79797669  0.742                        281,0.061        
     38.05876311    121.79797164  0.742                          281,1.0        
     38.04400519    121.78797343  0.737                          282,0.0        
     38.04399739    121.78796772  0.737                          282,1.0        
     38.03754674    121.78080177  0.737                        283,0.114        
     38.03305999    121.77384750  0.736                        283,0.468        
     38.03230761    121.76967079  0.735                        283,0.656        
     38.02882331    121.76615556  0.735                        284,0.043        
     38.02834562    121.77076883  0.736                         284,0.27        
     38.02698924    121.77609068  0.737                        284,0.541        
     38.02599140    121.78144147  0.737                        284,0.808        
     38.04728416    121.83793397  0.744                        285,0.023        
     38.04473477    121.83735875  0.745                        285,0.164        
     38.04166485    121.83526124  0.745                        285,0.344        
     38.03801348    121.83519630  0.745                        285,0.528        
     38.03349135    121.83278314  0.745                        285,0.796        
     38.03164302    121.83020130  0.745                        285,0.932        
     38.05720598    121.83957928  0.747                         286,0.39        
     38.05523809    121.83780488  0.746                        286,0.536        
     38.05227282    121.83822923  0.745                        286,0.726        
     38.05054584    121.83651197  0.744                        286,0.845        
     38.02844150    121.83338234  0.746                        287,0.063        
     38.02827653    121.83655284  0.747                        287,0.209        
     38.02715268    121.83971289  0.747                        287,0.371        
     38.02773783    121.84389753  0.748                        287,0.573        
     38.02988104    121.84843084  0.749                        287,0.833        
     38.03090522    121.85682363  0.751                        288,0.138        
     38.03150581    121.86153108  0.752                         288,0.27        
     38.03183210    121.86572866  0.754                        288,0.387        
     38.03309201    121.86976295  0.755                        288,0.523        
     38.03445562    121.87331007  0.755                        288,0.632        
     38.03555871    121.87662739  0.756                        288,0.732        
     38.03721486    121.88019583  0.757                        288,0.847        
     38.03915690    121.84990294  0.748                        289,0.349        
     38.04308118    121.85231311  0.748                        289,0.601        
     38.04602933    121.85589929  0.748                        289,0.843        
     38.06327930    121.86103524  0.752                        290,0.189        
     38.05964663    121.86630011  0.752                        290,0.518        
     38.05574379    121.87192884  0.752                        290,0.863        
     38.05334047    121.87625926  0.753                        291,0.142        
     38.04995976    121.88354464  0.754                        291,0.664        
     38.05118398    121.86127163  0.749                        292,0.219        
     38.05468167    121.85993385  0.749                        292,0.503        
     38.05845539    121.85647978  0.750                        292,0.847        
     38.05022677    121.86582002  0.750                        293,0.327        
     38.04937644    121.86338932  0.749                        293,0.572        
     38.04847846    121.86114944  0.749                        293,0.805        
     38.04786634    121.85978020  0.749                        293,0.951        
     38.04740397    121.86564925  0.750                        294,0.176        
     38.04736097    121.86888224  0.751                        294,0.339        
     38.04581350    121.87164379  0.752                        294,0.489        
     38.04339410    121.87759388  0.754                        294,0.785        
     38.04140279    121.82545114  0.743                          295,0.0        
     38.04140826    121.82546019  0.743                          295,1.0        
     38.04433926    121.80563191  0.740                          296,0.0        
     38.04433760    121.80564311  0.740                          296,1.0        
     38.04400519    121.78797343  0.737                          297,0.0        
     38.04400540    121.78798482  0.737                          297,1.0        
     38.03755363    121.78438237  0.737                          299,0.1        
     38.03449960    121.78430748  0.737                        299,0.353        
     38.03040126    121.78445267  0.738                        299,0.697        
     38.02740405    121.78495834  0.738                        299,0.948        
     38.02495775    121.78667360  0.738                        300,0.066        
     38.02385497    121.79362182  0.739                        300,0.423        
     38.02258260    121.80189302  0.740                        300,0.847        
     38.04433926    121.80563191  0.740                          301,0.0        
     38.04433760    121.80564311  0.740                          301,1.0        
     38.11685835    121.62964599  0.726                          307,0.0        
     38.11685170    121.62963830  0.726                          307,1.0        
     38.11545250    121.68238412  0.733                          308,0.0        
     38.11545281    121.68237272  0.733                          308,1.0        
     38.11412844    121.68777187  0.733                        309,0.193        
     38.11180875    121.69097700  0.733                        309,0.344        
     38.10994126    121.69249224  0.733                        309,0.439        
     38.10694653    121.69416636  0.733                         309,0.58        
     38.10495980    121.69583128  0.733                        309,0.688        
     38.10516074    121.69871535  0.733                         309,0.79        
     38.08984543    121.68577928  0.729                        310,0.154        
     38.09235041    121.68576031  0.730                        310,0.235        
     38.09520678    121.68584524  0.730                        310,0.329        
     38.09779269    121.68594092  0.730                        310,0.413        
     38.10031961    121.68591912  0.731                        310,0.496        
     38.10319092    121.68525430  0.731                        310,0.591        
     38.10592662    121.68462105  0.732                        310,0.681        
     38.10870337    121.68373045  0.732                        310,0.775        
     38.11171071    121.68307101  0.732                        310,0.875        
     38.01525458    121.38552444  0.641                        311,0.039        
     38.02533270    121.39593916  0.651                        311,0.338        
     38.03709818    121.40465932  0.660                        311,0.657        
     38.04210865    121.41146105  0.665                        311,0.868        
     38.01081537    121.38710256  0.640                        312,0.098        
     38.00632428    121.39552710  0.643                        312,0.332        
     37.99875490    121.41512287  0.650                        312,0.864        
     38.04203944    121.42631106  0.671                        313,0.143        
     38.04266181    121.43403093  0.674                         313,0.31        
     38.04281240    121.44650532  0.679                        313,0.597        
     38.05254298    121.45680129  0.686                        313,0.947        
     38.05050023    121.46630385  0.687                        314,0.275        
     38.04097819    121.48013996  0.688                        314,0.949        
     38.03749943    121.47940957  0.687                        315,0.203        
     38.03341922    121.47530573  0.685                        315,0.833        
     38.03777093    121.48511394  0.688                        316,0.627        
     38.08586906    121.41713922  0.704                          317,0.0        
     38.07983502    121.41540834  0.699                        317,0.141        
     38.07134513    121.41820208  0.691                        317,0.355        
     38.04658942    121.41914123  0.670                        317,0.943        
     38.06199536    121.45934223  0.692                        318,0.428        
     38.06481660    121.50008481  0.700                        319,0.248        
     38.05681701    121.50110639  0.698                        319,0.524        
     38.08586906    121.41713922  0.704                          320,0.0        
     38.08544430    121.42491483  0.704                        320,0.145        
     38.08301640    121.43654522  0.702                        320,0.392        
     38.08289294    121.44213412  0.702                        320,0.501        
     38.06880372    121.45842076  0.695                        320,0.988        
     38.08284353    121.47033101  0.704                         321,0.16        
     38.08027549    121.46971991  0.703                        321,0.275        
     38.07058948    121.46336681  0.697                        321,0.764        
     38.06835488    121.45927797  0.695                        321,0.938        
     38.08972490    121.48913765  0.709                        322,0.229        
     38.09008618    121.48116206  0.708                        322,0.619        
     38.08606701    121.47371074  0.706                        322,0.942        
     38.11284736    121.49851147  0.715                        323,0.181        
     38.10708114    121.49932550  0.714                        323,0.582        
     38.10569590    121.49454276  0.714                        323,0.826        
     38.10388472    121.49146974  0.714                        324,0.214        
     38.10155874    121.49162342  0.713                         324,0.42        
     38.09512692    121.49407890  0.711                        324,0.885        
     38.09372226    121.49485641  0.710                        325,0.014        
     38.09141269    121.49951095  0.710                         325,0.22        
     38.08314947    121.50354838  0.707                        325,0.591        
     38.07311985    121.50510258  0.704                        326,0.083        
     38.08647216    121.51732138  0.710                        326,0.878        
     38.08865196    121.52430975  0.711                        327,0.125        
     38.09015274    121.53172644  0.712                        327,0.354        
     38.08483504    121.54365475  0.712                        327,0.845        
     38.08566720    121.55185781  0.713                        328,0.203        
     38.08439739    121.55782154  0.713                        328,0.462        
     38.08537186    121.56550110  0.714                        328,0.854        
     38.26592775    121.49603968  0.727                          329,0.0        
     38.25749538    121.49683144  0.726                        329,0.734        
     38.26591928    121.49603579  0.727                          329,1.0        
     38.24814467    121.49753244  0.724                        330,0.506        
     38.24192199    121.49604748  0.724                        331,0.047        
     38.23882859    121.49750673  0.724                        331,0.601        
     38.23745666    121.49751424  0.724                         331,0.82        
     38.23388960    121.50177964  0.725                        332,0.215        
     38.23079149    121.50858843  0.726                        332,0.544        
     38.22578040    121.50851631  0.725                        332,0.894        
     38.23253220    121.49584306  0.724                        333,0.483        
     38.25465982    121.45056974  0.716                        334,0.286        
     38.25942891    121.46891016  0.721                        334,0.781        
     38.24146092    121.48487824  0.722                        335,0.982        
     38.22994340    121.49071811  0.723                        336,0.826        
     38.22137853    121.49453712  0.724                        337,0.372        
     38.21587353    121.49771836  0.724                        337,0.737        
     38.21351081    121.49521816  0.724                        337,0.879        
     38.20339521    121.47815417  0.722                          338,0.6        
     38.20200884    121.47683784  0.722                        338,0.663        
     38.18972274    121.48290699  0.723                        339,0.331        
     38.18451395    121.48720211  0.723                        339,0.736        
     38.17670503    121.49737421  0.723                         340,0.38        
     38.17246789    121.49704038  0.723                        340,0.588        
     38.16338627    121.49517162  0.723                        341,0.114        
     38.16230074    121.49673637  0.723                        341,0.195        
     38.15383842    121.50377224  0.722                        341,0.803        
     38.14686506    121.50621127  0.722                        342,0.156        
     38.14272430    121.50406329  0.721                        342,0.787        
     38.13478568    121.50587575  0.719                        343,0.428        
     38.12986560    121.50303706  0.718                        343,0.952        
     38.12872265    121.49914551  0.718                        344,0.098        
     38.11801603    121.49511680  0.716                        344,0.914        
     38.11633014    121.49924469  0.716                        345,0.034        
     38.11727401    121.50713095  0.716                        345,0.302        
     38.12295348    121.52006179  0.718                        345,0.822        
     38.11928228    121.53428607  0.718                        346,0.343        
     38.11656010    121.54853760  0.718                        346,0.856        
     38.11960507    121.55957944  0.720                        347,0.224        
     38.13026182    121.56251473  0.722                        347,0.621        
     38.11879261    121.58492025  0.722                        348,0.591        
     38.11545081    121.58467304  0.722                        348,0.744        
     38.10974159    121.57854836  0.720                         349,0.09        
     38.10737533    121.57109811  0.719                        349,0.331        
     38.10046080    121.56362255  0.717                        349,0.707        
     38.09704005    121.56669172  0.717                        349,0.882        
     38.20424381    121.44848401  0.720                        350,0.838        
     38.20427222    121.45196927  0.720                          351,0.0        
     38.19526849    121.46716581  0.722                        351,0.642        
     38.19473504    121.47724208  0.722                        351,0.953        
     38.17121192    121.45137864  0.722                        352,0.278        
     38.16937658    121.46272276  0.723                        352,0.858        
     38.16856495    121.47166026  0.723                        353,0.214        
     38.16545135    121.47905067  0.723                        353,0.492        
     38.16661029    121.48976958  0.723                        353,0.902        
     38.14363950    121.44381325  0.724                        354,0.367        
     38.13988766    121.45214281  0.722                        354,0.649        
     38.14006655    121.45884558  0.721                        354,0.841        
     38.14297799    121.49597498  0.721                        355,0.799        
     38.14094718    121.50191678  0.720                        355,0.952        
     38.22777987    121.49860045  0.724                        356,0.371        
     38.22446952    121.50566017  0.725                        356,0.963        
     38.21832779    121.50664110  0.725                        357,0.466        
     38.20507054    121.50957401  0.725                        358,0.775        
     38.20350389    121.51101159  0.725                        358,0.981        
     38.20301225    121.51784448  0.726                        359,0.578        
     38.19789716    121.52510285  0.726                        360,0.182        
     38.19640221    121.52767198  0.726                        360,0.284        
     38.18655730    121.52557205  0.725                        360,0.712        
     38.17820251    121.52631323  0.725                        361,0.176        
     38.16726914    121.53017658  0.724                        362,0.021        
     38.15484186    121.53518216  0.724                        362,0.548        
     38.15224162    121.53592450  0.723                        362,0.639        
     38.14926401    121.54298314  0.723                        362,0.921        
     38.14864577    121.54329876  0.723                        362,0.944        
     38.14708744    121.54910290  0.723                        363,0.252        
     38.14526332    121.55554213  0.724                        363,0.585        
     38.13978104    121.55825889  0.723                        364,0.043        
     38.13525185    121.56422684  0.723                        364,0.488        
     38.24526388    121.50617557  0.726                        365,0.325        
     38.24515007    121.50349774  0.725                        365,0.513        
     38.24414807    121.50160790  0.725                        365,0.673        
     38.23990904    121.51784025  0.727                          366,0.0        
     38.23742556    121.51740112  0.727                        366,0.142        
     38.23167384    121.52175890  0.727                        366,0.543        
     38.23990040    121.51783700  0.727                          366,1.0        
     38.22605998    121.52730638  0.728                          367,0.0        
     38.22606437    121.52731636  0.728                          367,1.0        
     38.21734957    121.54252238  0.729                        368,0.499        
     38.21691561    121.54307783  0.729                        368,0.506        
     38.20529785    121.54141453  0.728                        369,0.316        
     38.19358455    121.55132082  0.728                        369,0.976        
     38.18836342    121.55895091  0.728                        370,0.361        
     38.18211096    121.57135971  0.728                        370,0.916        
     38.17433637    121.58021252  0.728                        371,0.505        
     38.15886879    121.58623621  0.727                        372,0.226        
     38.15159969    121.59038403  0.727                        372,0.721        
     38.14715024    121.60052053  0.727                        373,0.547        
     38.13460130    121.59295096  0.725                        374,0.089        
     38.12981705    121.58581863  0.724                        374,0.539        
     38.13037761    121.57969429  0.723                        374,0.834        
     38.41357406    121.52359889  0.751                          375,0.0        
     38.39535349    121.53875251  0.750                          376,0.0        
     38.35537621    121.57053336  0.748                        377,0.938        
     38.33331641    121.58361110  0.746                        378,0.984        
     38.32786918    121.57644245  0.745                        379,0.123        
     38.32973850    121.57939481  0.746                        379,0.452        
     38.33174003    121.58193029  0.746                         379,0.76        
     38.33163285    121.58465201  0.746                        380,0.023        
     38.32907821    121.58600585  0.746                        380,0.135        
     38.32231990    121.59034963  0.746                        380,0.496        
     38.31891507    121.59021945  0.745                        380,0.625        
     38.31388935    121.59280844  0.745                        380,0.848        
     38.30335747    121.59997572  0.744                        381,0.321        
     38.29593004    121.60538272  0.744                        381,0.635        
     38.28933251    121.60413796  0.743                        381,0.871        
     38.28704934    121.60489717  0.742                         381,0.96        
     38.28495189    121.60510582  0.742                        382,0.026        
     38.28099495    121.60128980  0.741                        382,0.175        
     38.27722454    121.60090969  0.741                        382,0.288        
     38.27248135    121.60372022  0.740                        382,0.442        
     38.26698354    121.60267785  0.740                        382,0.611        
     38.25517522    121.60051020  0.738                        382,0.967        
     38.30461988    121.57447997  0.742                        383,0.018        
     38.30086688    121.57994959  0.742                        383,0.192        
     38.28918966    121.58330561  0.741                        383,0.542        
     38.28375171    121.58837324  0.740                        383,0.749        
     38.28016140    121.58903779  0.740                        383,0.855        
     38.26703943    121.58808659  0.738                        384,0.334        
     38.26153403    121.59407730  0.738                         384,0.65        
     38.25426485    121.59926195  0.738                        384,0.975        
     38.24162416    121.60203956  0.737                        385,0.518        
     38.23363707    121.60278853  0.736                        385,0.846        
     38.22357395    121.60231879  0.735                        386,0.139        
     38.21441236    121.60709216  0.735                        386,0.375        
     38.20927436    121.61009926  0.734                        386,0.507        
     38.20534388    121.61081575  0.734                        386,0.599        
     38.19879510    121.61264668  0.734                        386,0.756        
     38.19442451    121.61960120  0.734                        386,0.923        
     38.19420908    121.62957385  0.735                        387,0.136        
     38.19217156    121.63670078  0.735                         387,0.33        
     38.18977119    121.64182586  0.736                        387,0.481        
     38.18702652    121.64522206  0.736                        387,0.603        
     38.18549152    121.64740664  0.736                        387,0.682        
     38.18250425    121.65756549  0.737                        387,0.958        
     38.28630377    121.60687593  0.742                        388,0.027        
     38.28819888    121.61253344  0.743                         388,0.19        
     38.28976953    121.61562483  0.744                        388,0.279        
     38.29098047    121.62363681  0.745                        388,0.472        
     38.29079852    121.63544342  0.746                         388,0.76        
     38.28770039    121.64541313  0.746                        389,0.062        
     38.27823460    121.63875225  0.745                        389,0.536        
     38.26508895    121.64461540  0.744                        390,0.095        
     38.25631472    121.65228482  0.743                        390,0.349        
     38.25495660    121.65529214  0.743                        390,0.419        
     38.24770251    121.65879525  0.743                        390,0.585        
     38.24202435    121.66296587  0.743                        390,0.744        
     38.54938669    121.58111499  0.776                        391,0.823        
     38.54267477    121.58402884  0.775                        391,0.956        
     38.52711318    121.58457866  0.773                        392,0.196        
     38.48476842    121.58444836  0.767                        392,0.841        
     38.46805246    121.58608558  0.765                        393,0.145        
     38.43598936    121.60089927  0.761                        393,0.945        
     38.42076071    121.60809936  0.759                        394,0.241        
     38.39222716    121.62131174  0.757                        394,0.761        
     38.36750558    121.63273779  0.755                        395,0.281        
     38.34565212    121.64277313  0.753                        395,0.807        
     38.32792776    121.64889500  0.751                        396,0.141        
     38.31117459    121.65279516  0.750                        396,0.396        
     38.29289044    121.65710415  0.748                        396,0.675        
     38.27160495    121.66256859  0.746                          397,0.0        
     38.27159617    121.66257118  0.746                          397,1.0        
     38.22825422    121.67480759  0.743                        398,0.022        
     38.22078628    121.67268769  0.742                        398,0.154        
     38.21004663    121.66342427  0.740                        398,0.377        
     38.20635220    121.65874104  0.739                        398,0.466        
     38.19874931    121.65709580  0.738                        398,0.601        
     38.19371050    121.65712292  0.738                        398,0.687        
     38.18889635    121.65962026  0.738                        398,0.785        
     38.18458012    121.66158788  0.738                        398,0.863        
     38.33334651    121.66742276  0.754                        399,0.041        
     38.31257988    121.66735479  0.751                        399,0.443        
     38.29004987    121.66669667  0.749                        399,0.881        
     38.27682063    121.66496066  0.747                        400,0.128        
     38.26509872    121.67041502  0.746                        400,0.395        
     38.24397095    121.67827031  0.745                        400,0.873        
     38.31464842    121.69310366  0.754                        401,0.244        
     38.29069830    121.69280652  0.751                        401,0.578        
     38.27473434    121.69458851  0.750                        401,0.808        
     38.28665480    121.72193534  0.754                        402,0.142        
     38.27527666    121.70796148  0.751                        402,0.511        
     38.26650606    121.69890118  0.749                        402,0.776        
     38.25590846    121.68925804  0.747                        403,0.163        
     38.24716994    121.68709873  0.746                        403,0.833        
     38.24342271    121.68827876  0.746                        404,0.153        
     38.24084191    121.68520154  0.745                        404,0.627        
     38.23887585    121.68489392  0.745                        404,0.866        
     38.23505112    121.68027162  0.744                        405,0.496        
     38.28635690    121.81943298  0.766                          406,0.0        
     38.28635236    121.81942311  0.766                          406,1.0        
     38.26384783    121.77061262  0.758                          407,0.0        
     38.26384582    121.77060148  0.758                          407,1.0        
     38.25738617    121.72891690  0.751                        408,0.554        
     38.25537245    121.72484384  0.751                        408,0.805        
     38.25106860    121.72085156  0.750                        409,0.041        
     38.24687056    121.70650149  0.748                         409,0.47        
     38.24405918    121.69251049  0.746                        409,0.919        
     38.58496412    121.50709488  0.774                        410,0.284        
     38.57541897    121.51157549  0.774                        410,0.549        
     38.56808007    121.51980994  0.774                        410,0.805        
     38.55672673    121.51547604  0.774                        411,0.109        
     38.54303564    121.51188379  0.773                        411,0.389        
     38.52938150    121.53151562  0.771                        411,0.798        
     38.52062851    121.52428301  0.769                        412,0.224        
     38.52062650    121.52428450  0.769                        412,0.483        
     38.52062460    121.52428591  0.769                        412,0.727        
     38.52062347    121.52428675  0.769                        412,0.872        
     38.52062256    121.52428741  0.769                        412,0.988        
     38.49887154    121.55887425  0.768                        413,0.426        
     38.49886857    121.55887370  0.768                        413,0.759        
     38.47415626    121.52627280  0.761                       414,0.0090        
     38.47415645    121.52627057  0.761                        414,0.205        
     38.47415653    121.52626971  0.761                        414,0.281        
     38.47415671    121.52626762  0.761                        414,0.464        
     38.47415686    121.52626595  0.761                        414,0.611        
     38.47415693    121.52626516  0.761                         414,0.68        
     38.47415702    121.52626416  0.761                        414,0.768        
     38.47415716    121.52626246  0.761                        414,0.917        
     38.43992887    121.50344697  0.753                        415,0.065        
     38.43992556    121.50345217  0.753                        415,0.649        
     38.42446184    121.52880656  0.753                        416,0.087        
     38.42446130    121.52880617  0.753                        416,0.156        
     38.42446081    121.52880583  0.753                        416,0.218        
     38.42445938    121.52880481  0.753                          416,0.4        
     38.42445869    121.52880432  0.753                        416,0.488        
     38.42445832    121.52880406  0.753                        416,0.535        
     38.42445741    121.52880342  0.753                         416,0.65        
     38.42445635    121.52880266  0.753                        416,0.785        
     38.42445552    121.52880208  0.753                         416,0.89        
     38.42445495    121.52880167  0.753                        416,0.963        
     38.38208609    121.52142413  0.747                        417,0.157        
     38.38208286    121.52142799  0.747                        417,0.649        
     38.35221528    121.53237695  0.745                        418,0.127        
     38.35221315    121.53237944  0.745                        418,0.448        
     38.35221120    121.53238170  0.745                        418,0.741        
     38.35220959    121.53238358  0.745                        418,0.984        
     38.32649943    121.57561218  0.745                        419,0.032        
     38.31733748    121.57786889  0.744                        419,0.444        
     38.30633196    121.57375832  0.742                        419,0.959        
     38.30400867    121.57244505  0.741                        420,0.034        
     38.28753372    121.55677247  0.738                        420,0.543        
     38.27061687    121.53468787  0.733                         421,0.15        
     38.26057593    121.52134367  0.730                        421,0.551        
     38.25273350    121.51230833  0.727                        421,0.845        
     38.24775934    121.51092508  0.726                         421,0.99        
     38.24704415    121.51055321  0.726                          422,0.0        
     38.24403708    121.51316985  0.727                        422,0.381        
     38.24052226    121.51683323  0.727                        422,0.883        
     38.23969168    121.51957551  0.727                        423,0.024        
     38.24107928    121.54484274  0.731                        423,0.663        
     38.22901614    121.55646761  0.731                         424,0.27        
     38.20524123    121.55793675  0.729                        424,0.886        
     38.19855989    121.55930424  0.729                        426,0.103        
     38.19255424    121.56818925  0.729                        426,0.498        
     38.18639296    121.58288151  0.730                        427,0.032        
     38.17769567    121.59045483  0.730                        427,0.365        
     38.16472304    121.60395742  0.729                        427,0.917        
     38.16356019    121.61488684  0.730                         428,0.26        
     38.16689245    121.62730086  0.732                        428,0.695        
     38.17279044    121.64161899  0.734                        429,0.223        
     38.17405433    121.65260493  0.735                        429,0.556        
     38.17544243    121.65771821  0.736                        429,0.719        
     38.17550143    121.66481505  0.737                        429,0.935        
     38.17333052    121.67042508  0.738                        430,0.113        
     38.17039967    121.67297816  0.738                        430,0.206        
     38.16489164    121.67682555  0.739                        430,0.371        
     38.15940858    121.68082456  0.739                        430,0.537        
     38.15571839    121.68488430  0.739                        430,0.664        
     38.14761987    121.68788982  0.739                        430,0.887        
     38.14148330    121.68961081  0.738                        431,0.051        
     38.13567144    121.69126344  0.738                        431,0.211        
     38.12701390    121.69465454  0.737                        431,0.454        
     38.11815234    121.70034341  0.736                         431,0.72        
     38.11302019    121.70498131  0.736                        431,0.889        
     38.09490287    121.70808810  0.734                        432,0.243        
     38.08493243    121.71191768  0.733                        432,0.489        
     38.08164580    121.72881185  0.735                        432,0.814        
     38.10490540    121.71644711  0.737                        433,0.235        
     38.09903143    121.72466905  0.738                        433,0.492        
     38.09160077    121.73480225  0.738                        433,0.813        
     38.08376359    121.74862602  0.739                         434,0.13        
     38.07415617    121.76863511  0.741                        434,0.465        
     38.06324093    121.78895362  0.742                        434,0.817        
     38.05859969    121.79989933  0.742                        435,0.101        
     38.05949460    121.80847463  0.743                        435,0.335        
     38.06193682    121.81623701  0.745                        435,0.559        
     38.06531062    121.82614108  0.748                        435,0.847        
     38.06677568    121.83257298  0.749                        436,0.027        
     38.06840871    121.83658358  0.750                        436,0.183        
     38.06858190    121.84257468  0.751                        436,0.396        
     38.06804615    121.84984131  0.751                         436,0.67        
     38.06646120    121.85307718  0.751                        436,0.803        
     38.04697224    121.89237654  0.757                        437,0.063        
     38.04484584    121.90274269  0.760                        437,0.246        
     38.04618944    121.91312084  0.763                        437,0.424        
     38.04750986    121.92661966  0.767                        437,0.656        
     38.04886827    121.93477546  0.769                        437,0.799        
     38.05335293    121.94316203  0.771                        437,0.971        
     38.05781964    121.99321660  0.782                        438,0.051        
     38.06080806    122.00462134  0.783                        438,0.319        
     38.06314574    122.01652284  0.782                        438,0.595        
     38.06264585    122.03024472  0.782                        438,0.908        
     38.06417285    122.03889623  0.782                          439,0.1        
     38.06401642    122.05091024  0.782                        439,0.404        
     38.06066092    122.06806782  0.785                        439,0.857        
     38.05535345    122.08288015  0.787                        440,0.198        
     38.04973277    122.09471166  0.789                        440,0.459        
     38.04647731    122.10525819  0.792                        440,0.674        
     38.04247376    122.12205586  0.798                       441,0.0070        
     38.03777801    122.12929451  0.802                        441,0.496        
     38.03465026    122.13595287  0.806                        441,0.914        
     38.05569434    121.89592245  0.757                        442,0.139        
     38.05858172    121.90357973  0.759                        442,0.409        
     38.06674192    121.91173520  0.761                        442,0.813        
     38.05352452    121.95019396  0.773                        443,0.098        
     38.05328670    121.96067598  0.775                        443,0.323        
     38.05471772    121.96907491  0.777                        443,0.508        
     38.05561347    121.98186057  0.780                        443,0.794        
     38.06545243    121.97293192  0.776                        444,0.094        
     38.06459391    121.98827619  0.780                        444,0.445        
     38.06863768    122.00227311  0.781                        444,0.783        
     38.07055618    122.00954320  0.781                        444,0.954        
     38.07283426    122.01831129  0.781                        445,0.211        
     38.07886212    122.02685556  0.780                        445,0.551        
     38.08076903    122.03455991  0.780                        445,0.819        
     38.08543540    121.99870133  0.777                        447,0.134        
     38.09066558    122.00986929  0.777                        447,0.484        
     38.09551931    122.02330450  0.777                        447,0.888        
     38.09761787    122.02942426  0.777                        448,0.172        
     38.10402747    122.03906279  0.778                        448,0.557        
     38.10510625    122.05094138  0.780                        448,0.914        
     38.12694229    122.05557844  0.781                        449,0.196        
     38.11841660    122.05656014  0.781                        449,0.542        
     38.10998538    122.05611791  0.781                        449,0.888        
     38.08453062    121.98816280  0.775                         450,0.23        
     38.07740672    121.97821738  0.775                        450,0.643        
     38.07499245    121.97557450  0.775                        450,0.765        
     38.10141508    122.06267918  0.783                        451,0.207        
     38.09377274    122.07043381  0.786                        451,0.459        
     38.08479516    122.08208504  0.788                        451,0.788        
     38.05755873    122.03763641  0.783                        452,0.128        
     38.05290536    122.05183465  0.783                        452,0.501        
     38.05527849    122.06793561  0.785                        452,0.899        
     38.07944859    122.04138560  0.781                       453,0.0030        
     38.08256297    122.05279797  0.782                        453,0.259        
     38.08169998    122.06319566  0.784                        453,0.474        
     38.07477767    122.07187646  0.786                        453,0.722        
     38.06996989    122.09472484  0.790                        454,0.224        
     38.06078440    122.10499830  0.792                         454,0.51        
     38.05421507    122.11298073  0.793                        454,0.719        
     38.21741255    122.13441297  0.790                          455,0.0        
     38.21740559    122.13440571  0.790                          455,1.0        
     38.21548709    122.13240248  0.790                          456,0.0        
     38.21548047    122.13239472  0.790                          456,1.0        
     38.21281587    122.10315798  0.791                          457,0.0        
     38.21280709    122.10315543  0.791                          457,1.0        
     38.23799082    122.03874591  0.789                          458,0.0        
     38.23798232    122.03874211  0.789                          458,1.0        
     38.21668319    122.03217988  0.785                         459,0.38        
     38.20794044    122.03410563  0.785                        460,0.131        
     38.20014913    122.03967653  0.784                        460,0.563        
     38.19043624    122.04476525  0.783                        461,0.273        
     38.18778159    122.05259395  0.784                        461,0.497        
     38.18116556    122.04936797  0.783                        461,0.848        
     38.17613768    122.05759705  0.783                        462,0.486        
     38.17143236    122.06139582  0.783                        462,0.929        
     38.16722866    122.06697508  0.784                        463,0.393        
     38.16187950    122.06015847  0.782                        463,0.753        
     38.15042364    122.07038469  0.784                        464,0.207        
     38.14333146    122.06871659  0.784                        464,0.453        
     38.13931451    122.07678053  0.786                        464,0.779        
