VERTCON  Version 2.10
     38.01821201    121.51775266  0.692                        159,0.668        
     38.02338837    121.51219766  0.692                        160,0.149        
     38.02643042    121.50483327  0.691                        160,0.464        
     38.02842936    121.49498612  0.689                         160,0.86        
     38.02283042    121.52130687  0.694                        161,0.158        
     38.02739696    121.52336743  0.695                        161,0.398        
     38.03510702    121.52431612  0.697                        161,0.683        
     38.04589063    121.52535244  0.699                        162,0.214        
     38.04950356    121.52137185  0.699                        162,0.624        
     38.05164864    121.51971824  0.699                        162,0.838        
     38.04669896    121.53440686  0.701                        163,0.381        
     38.05222048    121.53453906  0.702                        163,0.781        
     37.97425442    121.51262852  0.689                        164,0.389        
     37.97790942    121.51460239  0.690                        164,0.826        
     37.98120449    121.51656983  0.690                        165,0.131        
     37.98480177    121.51669332  0.689                        165,0.514        
     37.98689972    121.51489888  0.689                        165,0.843        
     37.99142438    121.50951619  0.687                        166,0.546        
     37.99581864    121.50599342  0.686                        167,0.216        
     38.00043282    121.50972940  0.687                         167,0.83        
     37.99291723    121.51189191  0.688                          168,0.4        
     37.99787194    121.51281215  0.687                        168,0.724        
     37.94224903    121.34552827  0.627                          169,0.0        
     37.94224986    121.34553961  0.627                          169,1.0        
     37.94412355    121.37133043  0.638                          170,0.0        
     37.94413169    121.37133530  0.638                          170,1.0        
     37.95938124    121.38047505  0.638                          171,0.0        
     37.95938698    121.38046627  0.638                          171,1.0        
     37.99178570    121.45478158  0.669                        172,0.211        
     37.99646637    121.44957074  0.667                        172,0.748        
     37.98427273    121.47008534  0.675                        173,0.249        
     37.98476472    121.46884271  0.675                         173,0.32        
     37.98793988    121.46398428  0.673                        173,0.638        
     37.98969599    121.45891043  0.671                         173,0.91        
     37.97287168    121.47473180  0.677                        174,0.166        
     37.97391171    121.47465076  0.677                        174,0.256        
     37.97946695    121.47515001  0.677                        174,0.706        
     37.98205253    121.47489052  0.677                        174,0.913        
     37.97152249    121.48968589  0.683                        175,0.177        
     37.97147516    121.48600867  0.681                        175,0.391        
     37.97139136    121.47951909  0.679                        175,0.769        
     37.97158385    121.50188151  0.687                        176,0.368        
     37.97155371    121.49597445  0.685                        176,0.769        
     37.97159826    121.52188842  0.692                         177,0.03        
     37.97165160    121.51457378  0.690                        177,0.513        
     37.96535875    121.53032993  0.695                         178,0.44        
     37.96842701    121.52922797  0.694                        178,0.666        
     37.97030544    121.53072768  0.694                        179,0.341        
     37.93891651    121.43550745  0.668                        180,0.198        
     37.94712617    121.44423695  0.669                        180,0.612        
     37.94979148    121.44627043  0.669                        180,0.726        
     37.95226273    121.45160740  0.671                        180,0.914        
     37.95608573    121.45426732  0.672                        181,0.113        
     37.95793105    121.45714775  0.673                        181,0.297        
     37.96445407    121.46568152  0.675                        181,0.875        
     37.96390093    121.47203207  0.677                        182,0.204        
     37.96566370    121.47451211  0.678                        182,0.427        
     37.96878064    121.47646152  0.678                         182,0.79        
     37.79520492    121.42101211  0.711                        183,0.479        
     37.78301422    121.41970730  0.714                        184,0.748        
     37.76703880    121.35164293  0.716                          185,0.0        
     37.76704297    121.35165299  0.716                          185,1.0        
     37.77165554    121.36279181  0.715                          186,0.0        
     37.77165346    121.36280286  0.715                          186,1.0        
     37.77036309    121.36966642  0.716                          187,0.0        
     37.77036006    121.36967711  0.716                          187,1.0        
     37.76806034    121.37781171  0.716                          188,0.0        
     37.76806397    121.37782210  0.716                          188,1.0        
     37.77064024    121.38519185  0.716                          189,0.0        
     37.77064880    121.38519539  0.716                          189,1.0        
     37.77687608    121.38776989  0.715                          190,0.0        
     37.77687360    121.38778080  0.715                          190,1.0        
     37.77443600    121.39849570  0.716                          191,0.0        
     37.77444430    121.39850012  0.716                          191,1.0        
     37.78203422    121.40253317  0.714                          192,0.0        
     37.78202972    121.40254300  0.714                          192,1.0        
     37.77857669    121.41009035  0.715                          193,0.0        
     37.77858447    121.41009606  0.715                          193,1.0        
     37.78406548    121.41411752  0.714                          194,0.0        
     37.78407225    121.41412503  0.714                          194,1.0        
     37.75244009    121.30415821  0.718                          195,0.0        
     37.75244640    121.30416631  0.718                          195,1.0        
     37.76363221    121.31852437  0.717                          196,0.0        
     37.76363836    121.31853268  0.717                          196,1.0        
     37.77590859    121.33511860  0.714                          197,0.0        
     37.77591594    121.33512517  0.714                          197,1.0        
     37.78968163    121.34742641  0.711                          198,0.0        
     37.78968669    121.34743581  0.711                          198,1.0        
     37.80175615    121.36989645  0.709                          199,0.0        
     37.80176222    121.36990484  0.709                          199,1.0        
     37.78944856    121.35710296  0.711                          201,0.4        
     37.79775191    121.36692067  0.710                        201,0.954        
     37.79916970    121.36860172  0.709                          202,0.0        
     37.80120808    121.37320279  0.709                        202,0.179        
     37.80492764    121.38958848  0.708                         202,0.88        
     37.80440901    121.39495529  0.708                        203,0.117        
     37.80206408    121.41009816  0.709                        203,0.785        
     37.81996367    121.40809878  0.703                        204,0.096        
     37.81993947    121.41301689  0.704                        204,0.304        
     37.81995120    121.41776213  0.704                        204,0.506        
     37.81987928    121.42365865  0.704                        204,0.756        
     37.81994990    121.42801273  0.704                         204,0.94        
     37.81195407    121.42036403  0.706                        205,0.091        
     37.81429597    121.42385513  0.706                        205,0.421        
     37.81855382    121.42827417  0.705                        205,0.924        
     37.81962056    121.43101802  0.704                        206,0.078        
     37.81962661    121.44035597  0.705                        206,0.538        
     37.81965350    121.44664428  0.705                        206,0.848        
     37.81975280    121.45198902  0.705                        207,0.247        
     37.81977541    121.45684625  0.706                        207,0.825        
     37.81972579    121.46291871  0.706                        208,0.293        
     37.81967558    121.46696524  0.707                        208,0.564        
     37.81964210    121.47220437  0.707                        208,0.916        
     37.81962632    121.47808671  0.708                        209,0.359        
     37.81960331    121.48449729  0.708                        209,0.869        
     37.81941240    121.49112252  0.709                        210,0.393        
     37.81947217    121.49578993  0.709                        210,0.776        
     37.81948904    121.50174052  0.710                        211,0.222        
     37.81955809    121.50684824  0.711                        211,0.582        
     37.81951973    121.51238510  0.712                        211,0.972        
     37.81953135    121.51994986  0.713                        212,0.305        
     37.81952517    121.52711900  0.714                        212,0.611        
     37.81951459    121.53352917  0.716                        212,0.884        
     37.81939917    121.54792195  0.718                        213,0.562        
     37.81594292    121.57475547  0.726                          214,0.0        
     37.81594323    121.57474411  0.726                          214,1.0        
     38.01730616    121.69072783  0.723                        215,0.187        
     38.01757771    121.69922455  0.725                        215,0.524        
     38.01766928    121.70714649  0.726                        215,0.838        
     37.79716252    121.58534980  0.736                          216,0.0        
     37.79717075    121.58534516  0.736                          216,1.0        
     37.83209601    121.54505107  0.715                        217,0.578        
     37.83556178    121.54083255  0.713                          218,0.0        
     37.84834374    121.53459478  0.709                        219,0.824        
     37.84929658    121.53429935  0.709                          220,0.0        
     37.84710412    121.53928451  0.710                        221,0.533        
     37.85000530    121.54128668  0.710                          222,0.0        
     37.85739801    121.54076586  0.709                          223,0.0        
     37.85000530    121.54128668  0.710                          224,0.0        
     37.85604465    121.54875523  0.710                        225,0.159        
     37.88834224    121.49061090  0.695                        226,0.153        
     37.88342716    121.50146597  0.698                          227,0.0        
     37.88342313    121.50147614  0.698                          227,1.0        
     37.87700215    121.51646014  0.702                       228,0.0050        
     37.87225812    121.52738605  0.704                        229,0.135        
     37.86917782    121.53622161  0.707                        230,0.021        
     37.85761017    121.55912391  0.712                        231,0.678        
     37.83157848    121.55409772  0.717                         232,0.24        
     37.91358028    121.51981517  0.697                        233,0.237        
     37.91408838    121.52713488  0.699                        233,0.676        
     37.91373078    121.54352064  0.703                        234,0.655        
     37.91315502    121.55384592  0.705                          235,0.3        
     37.91319748    121.55976650  0.706                        235,0.743        
     37.91606779    121.57009647  0.708                        236,0.313        
     37.91850594    121.57713538  0.709                          237,0.0        
     37.91796490    121.57907301  0.710                        237,0.145        
     37.91822750    121.58478884  0.711                        237,0.594        
     37.92018899    121.58966282  0.712                          238,0.0        
     37.91913575    121.59122478  0.712                        238,0.101        
     37.91747894    121.59509436  0.713                        238,0.373        
     37.91690002    121.60218074  0.715                        238,0.778        
     37.92256016    121.60715850  0.715                        239,0.414        
     37.93313182    121.60901169  0.715                        240,0.421        
     37.94239569    121.60991790  0.714                        241,0.212        
     37.94901178    121.60876068  0.714                         241,0.66        
     37.95929428    121.60395127  0.712                        242,0.614        
     37.96775063    121.59460641  0.709                        243,0.712        
     37.97189119    121.58792343  0.707                         244,0.33        
     37.97656041    121.61161870  0.711                        246,0.605        
     37.97593863    121.63002605  0.715                        247,0.601        
     38.00372678    121.52806267  0.692                        248,0.551        
     38.00469359    121.53167634  0.693                        248,0.869        
     38.00613490    121.53877019  0.695                         249,0.24        
     38.00712248    121.54641431  0.697                        249,0.577        
     38.00970956    121.55148713  0.698                        249,0.841        
     38.00870470    121.55845065  0.700                         250,0.32        
     38.00745662    121.56106069  0.700                        250,0.486        
     38.00427436    121.56454288  0.700                        250,0.805        
     38.01204011    121.55358762  0.699                        251,0.276        
     38.01511504    121.55580070  0.700                         251,0.78        
     37.83818092    121.59652016  0.724                        252,0.408        
     37.84823213    121.59019758  0.719                        253,0.587        
     37.85637530    121.58377012  0.717                        254,0.552        
     37.85966694    121.57938967  0.716                        255,0.133        
     37.85883390    121.57252471  0.714                        255,0.704        
     37.86290984    121.57598896  0.715                        257,0.478        
     37.94009938    121.53528436  0.698                         258,0.16        
     37.94039181    121.55793393  0.704                         259,0.81        
     38.01476014    121.71577875  0.728                        260,0.149        
     38.01757081    121.72187366  0.729                        260,0.444        
     38.02159629    121.72793912  0.730                        260,0.812        
     37.98073488    121.62263134  0.713                        261,0.203        
     37.99237294    121.62362267  0.711                         261,0.78        
     38.00542660    121.62106306  0.711                        262,0.575        
     38.00961484    121.61818716  0.711                        262,0.883        
     37.99993762    121.62499653  0.711                         263,0.26        
     38.00448440    121.62692705  0.711                        263,0.666        
     38.01996739    121.60222961  0.709                        264,0.116        
     38.02673492    121.59329753  0.708                        264,0.555        
     38.01703358    121.60777383  0.710                         265,0.17        
     38.01435633    121.61215257  0.710                         265,0.57        
     38.00824526    121.62190875  0.711                        266,0.406        
     38.00732995    121.62561113  0.712                        266,0.835        
     38.01072590    121.62297609  0.711                        267,0.544        
     38.02433882    121.61030769  0.711                        268,0.264        
     38.02860153    121.61293641  0.712                        268,0.467        
     38.03091462    121.61597892  0.712                        268,0.611        
     38.03266009    121.61887948  0.713                        268,0.734        
     38.03866364    121.62768003  0.715                        269,0.073        
     38.04324123    121.63379309  0.716                        269,0.309        
     38.04677587    121.63941663  0.718                         269,0.48        
     38.04703193    121.65077826  0.719                        269,0.969        
