datetime,ALL_CHAN,ALL_RES,BBID,BETHELIS,CACHESL_COMPLEX,CACHESL_LIBIS,CLIFTON,DEL_DRAIN,DEL_SEEP,DISAPP_SL,DISCOVERYBAY,FRANKST,FRANKSTRACT,GLC_OLDR,HOLLANDCUT,HONKER_BAY,LIBERTYIS,LOWERSJR,LOW_SACR,MIDDLE_RIVER,MID_SUISUNBAY,MILDREDIS,MILDRED_ISLAND,NS_FORKS_MOKER,OLD_RIVER,OTH_DIV,ROCKSL_DISCBAY,SACR_DWSC,SACR_RIOVISTA,SACR_RYDE,SACR_SHIPCHANNEL,SJR_PRISONERSPT,SJR_STOCKTON,SJR_TWITCHELL_ISLAND,SUISUNMARSH,SUT_STMBT_MIN_ELK,UPPER_SACR,UPPER_SJR,VICTORIA_CANAL,WEST_SUISUNBAY,WHOLE
20Apr2017  2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20Apr2017  2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20Apr2017  2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20Apr2017  2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Apr2017  0000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Apr2017  0100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
21Apr2017  0200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
21Apr2017  0300,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
21Apr2017  0400,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8
21Apr2017  0500,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
21Apr2017  0600,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,12
21Apr2017  0700,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,14
21Apr2017  0800,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,14,0,0,0,16
21Apr2017  0900,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,15,0,0,0,18
21Apr2017  1000,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,16,0,0,0,20
21Apr2017  1100,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,16,0,0,0,22
21Apr2017  1200,24,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,17,0,0,0,25
21Apr2017  1300,26,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,7,17,0,0,0,27
21Apr2017  1400,29,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,7,17,0,0,0,29
21Apr2017  1500,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,6,17,0,0,0,31
21Apr2017  1600,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,8,0,0,0,0,0,6,17,0,0,0,33
21Apr2017  1700,35,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,0,0,0,0,6,17,0,0,0,35
21Apr2017  1800,37,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,7,0,0,0,0,0,6,16,0,0,0,37
21Apr2017  1900,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,8,0,0,0,0,0,5,16,0,0,0,39
21Apr2017  2000,41,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,10,8,0,1,0,0,0,5,16,0,0,0,41
21Apr2017  2100,43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12,8,0,1,0,0,0,5,16,0,0,0,43
21Apr2017  2200,45,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,12,8,0,1,0,0,0,5,16,0,0,0,45
21Apr2017  2300,47,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,11,9,0,1,0,0,0,6,16,0,0,0,47
22Apr2017  0000,49,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,11,9,0,1,0,1,0,6,16,0,0,0,50
22Apr2017  0100,50,1,0,0,4,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,10,9,0,1,0,1,0,6,16,0,0,0,52
22Apr2017  0200,51,2,0,0,4,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,10,9,0,1,0,1,0,6,16,0,0,0,54
22Apr2017  0300,53,2,0,0,4,11,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,1,12,9,0,1,0,1,0,7,17,0,0,0,56
22Apr2017  0400,56,2,0,0,3,10,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,0,0,0,14,8,0,1,0,1,0,7,17,0,0,0,58
22Apr2017  0500,58,2,0,0,3,9,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,15,8,0,2,0,1,0,7,17,0,0,0,60
22Apr2017  0600,60,2,0,0,2,8,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,3,0,0,0,0,18,7,0,3,0,1,0,7,17,0,0,0,62
22Apr2017  0700,62,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,3,0,0,0,0,18,7,0,3,0,1,0,7,17,0,0,0,64
22Apr2017  0800,64,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0,3,0,0,0,0,18,7,0,3,0,1,0,7,17,0,0,0,66
22Apr2017  0900,66,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0,3,0,0,0,0,19,7,0,3,0,1,0,6,16,0,0,0,68
22Apr2017  1000,68,2,0,0,3,7,0,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,3,0,0,0,0,20,7,0,3,0,1,0,6,17,0,0,0,70
22Apr2017  1100,70,2,0,0,4,9,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,3,0,0,0,0,21,7,0,4,0,1,0,6,17,0,0,0,72
22Apr2017  1200,72,3,0,0,4,11,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,0,0,1,21,8,0,4,0,1,0,6,17,0,0,0,75
22Apr2017  1300,73,3,0,0,5,13,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,0,1,21,8,0,3,0,1,0,7,17,0,0,0,77
22Apr2017  1400,75,3,0,0,5,12,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,4,0,0,0,1,21,8,0,4,0,1,0,7,17,0,0,0,79
22Apr2017  1500,78,3,0,0,4,10,0,0,0,0,0,0,0,0,1,0,3,0,13,0,0,0,0,3,0,0,0,1,22,8,0,4,0,2,0,6,17,0,0,0,81
22Apr2017  1600,80,3,0,0,4,9,0,0,0,0,0,0,0,0,1,0,3,1,17,0,0,0,0,3,0,0,0,0,21,8,0,4,0,1,0,6,17,0,0,0,83
22Apr2017  1700,82,3,0,0,4,7,0,0,0,0,0,0,0,0,1,0,3,1,21,0,0,0,0,3,0,0,0,0,20,8,0,4,0,2,0,6,17,0,0,0,85
22Apr2017  1800,84,3,0,0,3,7,0,0,0,0,0,0,0,0,1,2,3,1,23,0,0,0,0,3,0,0,0,0,19,8,0,3,0,3,0,6,17,0,0,0,87
22Apr2017  1900,86,3,0,0,3,7,0,0,0,0,0,0,0,0,1,4,3,1,26,0,0,0,0,3,0,0,0,0,17,8,0,2,0,4,0,6,16,0,0,0,89
22Apr2017  2000,89,3,0,0,3,6,0,0,0,0,0,0,0,0,1,5,3,1,28,0,0,0,0,3,0,0,0,0,15,8,0,1,0,5,0,5,16,0,0,0,91
22Apr2017  2100,91,3,0,0,3,6,0,0,0,0,0,0,0,0,0,5,3,1,29,0,0,0,0,3,0,0,0,0,16,8,0,1,0,5,0,5,16,0,0,0,93
22Apr2017  2200,93,3,0,0,3,7,0,0,0,0,0,0,0,0,0,4,3,3,28,0,0,0,0,3,0,0,0,0,17,8,0,1,0,6,0,6,16,0,0,0,95
22Apr2017  2300,94,3,0,0,4,10,0,0,0,0,0,0,0,0,1,3,3,4,26,0,0,0,0,4,0,0,0,0,17,8,0,2,0,5,0,6,16,0,0,0,97
23Apr2017  0000,96,3,0,0,5,12,0,0,0,0,0,0,0,0,1,1,3,6,23,0,0,0,0,4,0,0,0,1,20,8,0,3,0,4,0,6,16,0,0,0,100
23Apr2017  0100,96,4,0,0,7,15,0,0,0,0,0,0,0,0,1,0,4,6,21,0,0,0,0,4,0,0,0,1,20,8,0,4,0,4,0,6,15,0,0,0,100
23Apr2017  0200,95,5,0,0,8,16,0,0,0,0,0,0,0,0,1,0,5,7,20,0,0,0,0,5,0,0,0,1,20,8,0,5,0,4,0,6,13,0,0,0,100
23Apr2017  0300,94,6,0,0,8,16,0,0,0,0,0,0,0,0,1,1,6,7,21,0,0,0,0,5,0,0,0,1,20,8,0,5,0,4,0,6,11,0,0,0,100
23Apr2017  0400,94,6,0,0,8,15,0,0,0,0,0,0,0,0,1,1,6,7,24,0,0,0,0,5,0,0,0,1,18,8,0,5,0,4,0,7,9,0,0,0,100
23Apr2017  0500,94,6,0,0,6,13,0,0,0,0,0,0,0,0,1,5,5,5,28,0,0,0,0,5,0,0,0,0,18,8,0,4,0,5,0,6,7,0,0,0,100
23Apr2017  0600,95,6,0,0,6,12,0,0,0,0,0,0,0,0,1,8,5,4,30,0,0,0,0,5,0,0,0,0,18,8,0,3,0,6,0,5,4,0,0,0,100
23Apr2017  0700,95,5,0,0,6,10,0,0,0,0,0,0,0,0,1,10,5,3,31,0,1,0,0,5,0,0,0,0,18,8,0,3,0,6,0,4,2,0,0,0,100
23Apr2017  0800,95,5,0,0,5,9,0,0,0,0,0,0,0,0,1,13,5,3,31,0,3,0,0,5,0,0,0,0,17,7,0,3,0,6,0,2,2,0,0,0,100
23Apr2017  0900,95,5,0,0,5,8,0,0,0,0,0,0,0,0,0,15,5,4,31,0,3,0,0,4,0,0,0,0,16,6,0,3,0,7,1,1,1,0,0,0,100
23Apr2017  1000,95,5,0,0,5,8,0,0,0,0,0,0,0,0,0,15,5,4,32,0,3,0,0,5,0,0,0,0,17,4,0,2,0,7,1,1,1,0,0,0,100
23Apr2017  1100,95,5,0,0,5,9,0,0,0,0,0,0,0,0,0,13,5,6,33,0,2,0,0,5,0,0,0,0,18,3,0,3,0,7,1,0,0,0,0,0,100
23Apr2017  1200,95,5,0,0,6,11,0,0,0,0,0,0,1,0,1,10,5,8,32,0,1,0,0,5,0,0,0,1,18,2,0,3,0,7,1,0,0,0,0,0,100
23Apr2017  1300,94,6,0,0,7,12,0,0,0,0,0,0,1,0,1,9,6,10,30,0,1,0,0,5,0,0,0,1,19,1,0,4,0,6,0,0,0,0,0,0,100
23Apr2017  1400,94,6,0,0,7,13,0,0,0,0,0,0,1,0,1,9,6,10,29,0,1,0,0,6,0,0,0,1,19,0,0,5,0,6,0,0,0,0,0,0,100
23Apr2017  1500,94,6,0,0,7,13,0,0,0,0,0,0,1,0,1,10,6,9,30,0,1,0,0,6,0,0,0,1,17,0,0,4,0,6,0,0,0,0,0,0,100
23Apr2017  1600,94,6,0,0,7,12,0,0,0,0,0,0,0,0,1,12,6,8,31,0,2,0,0,5,0,0,0,1,15,0,0,4,0,7,0,0,0,0,0,0,100
23Apr2017  1700,94,6,0,0,6,10,0,0,0,0,0,0,1,0,1,16,6,6,32,0,4,0,0,5,0,0,0,0,13,0,0,4,0,6,0,0,0,0,0,0,100
23Apr2017  1800,94,6,0,0,6,8,0,0,0,0,0,0,1,0,1,19,6,4,30,0,8,0,0,5,0,0,0,0,11,0,0,3,0,7,0,0,0,0,0,0,100
23Apr2017  1900,94,6,0,0,6,8,0,0,0,0,0,0,1,0,1,21,6,4,29,0,11,0,0,4,0,0,0,0,8,0,0,3,0,7,1,0,0,0,0,1,100
23Apr2017  2000,94,6,0,0,6,7,0,0,0,0,0,0,1,0,1,21,5,4,28,0,14,0,0,4,0,0,0,0,7,0,0,2,0,8,1,0,0,0,0,2,100
23Apr2017  2100,94,6,0,0,5,7,0,0,0,0,0,0,1,0,1,22,5,5,28,0,15,0,0,4,0,0,0,0,6,0,0,1,0,8,1,0,0,0,0,2,100
23Apr2017  2200,94,6,0,0,5,7,0,0,0,0,0,0,1,0,1,23,5,6,28,0,14,0,0,4,0,0,0,0,6,0,0,0,0,8,1,0,0,0,0,1,100
23Apr2017  2300,94,6,0,0,5,7,0,0,0,0,0,0,1,0,1,23,5,7,29,0,12,0,0,4,0,0,0,0,6,0,0,1,0,8,1,0,0,0,0,0,100
24Apr2017  0000,94,6,0,0,6,7,0,0,0,0,0,0,1,0,1,22,5,9,31,0,8,0,0,4,0,0,0,0,7,0,0,2,0,8,1,0,0,0,0,0,100
24Apr2017  0100,94,6,0,0,6,7,0,0,0,0,0,1,1,0,1,18,6,12,32,0,6,0,0,4,0,0,0,0,8,0,0,3,0,7,1,0,0,0,0,0,100
24Apr2017  0200,93,7,0,0,6,7,0,0,0,0,0,1,1,0,1,16,6,14,31,0,5,0,0,4,0,0,0,0,9,0,0,4,0,7,1,0,0,0,0,0,100
24Apr2017  0300,93,7,0,0,6,7,0,0,0,0,0,1,1,0,1,16,6,14,30,0,5,0,0,4,0,0,0,0,8,0,0,5,0,7,1,0,0,0,0,0,100
24Apr2017  0400,93,7,0,0,6,7,0,0,0,0,0,1,1,0,1,18,6,12,30,0,7,0,0,4,0,0,0,0,6,0,0,5,0,6,1,0,0,0,0,0,100
24Apr2017  0500,93,7,0,0,6,7,0,0,0,0,0,1,1,0,1,21,6,10,28,0,10,0,0,4,0,0,0,0,5,0,0,4,0,7,1,0,0,0,0,1,100
24Apr2017  0600,94,6,0,0,6,7,0,0,0,0,0,1,1,0,1,22,5,8,27,0,14,0,0,4,0,0,0,0,2,0,0,3,0,7,1,0,0,0,0,2,100
24Apr2017  0700,94,6,0,0,6,7,0,0,0,0,0,1,1,0,1,23,5,6,24,0,18,0,0,4,0,0,0,0,2,0,0,1,0,8,1,0,0,0,0,4,99
24Apr2017  0800,94,5,0,0,5,7,0,0,0,0,0,1,1,0,1,21,5,7,20,0,22,0,0,4,0,0,0,0,1,0,0,1,0,7,1,0,0,0,0,6,99
24Apr2017  0900,94,5,0,0,5,6,0,0,0,0,0,1,1,0,0,21,4,7,17,0,26,0,0,4,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,7,99
24Apr2017  1000,94,5,0,0,4,6,0,0,0,0,0,1,1,0,0,22,4,8,16,0,27,0,0,4,0,0,0,0,2,0,0,0,0,6,1,0,0,0,0,7,99
24Apr2017  1100,94,5,0,0,4,6,0,0,0,0,0,1,1,0,0,23,4,9,16,0,26,0,0,4,0,0,0,0,2,0,0,0,0,5,2,0,0,0,0,5,99
24Apr2017  1200,94,5,0,0,5,6,0,0,0,0,0,1,1,0,0,24,4,10,17,0,24,0,0,3,0,0,0,0,2,0,0,1,0,5,2,0,0,0,0,2,99
24Apr2017  1300,94,5,0,0,5,6,0,0,0,0,0,1,1,0,0,25,5,12,18,0,21,0,0,3,0,0,0,0,2,0,0,1,0,7,2,0,0,0,0,1,99
24Apr2017  1400,93,6,0,0,5,6,0,0,0,0,0,1,1,0,0,25,5,13,19,0,19,0,0,3,0,0,0,1,2,0,0,1,0,7,2,0,0,0,0,1,99
24Apr2017  1500,93,6,0,0,5,6,0,0,0,0,0,1,1,0,0,24,5,13,19,0,18,0,0,3,0,0,0,1,2,0,0,1,0,7,2,0,0,0,0,2,99
24Apr2017  1600,93,6,0,0,5,6,0,0,0,0,0,1,1,0,0,23,5,13,17,0,20,0,0,3,0,0,0,1,2,0,0,2,0,7,1,0,0,0,0,3,99
24Apr2017  1700,93,6,0,0,5,6,0,0,0,0,0,1,1,0,0,23,5,11,15,0,22,0,0,3,0,0,0,1,1,0,0,1,0,7,1,0,0,0,0,5,99
24Apr2017  1800,93,5,0,0,5,6,0,0,0,0,0,1,1,0,0,23,5,9,12,0,26,0,0,3,0,0,0,0,1,0,0,1,0,6,1,0,0,0,0,8,98
24Apr2017  1900,91,5,0,0,5,6,0,0,0,0,0,1,1,0,0,21,5,8,9,0,29,0,0,3,0,0,0,0,1,0,0,1,0,5,1,0,0,0,0,9,96
24Apr2017  2000,90,5,0,0,5,6,0,0,0,0,0,1,1,0,0,20,4,8,7,0,30,0,0,3,0,0,0,0,2,0,0,1,0,5,1,0,0,0,0,11,95
24Apr2017  2100,90,5,0,0,4,6,0,0,0,0,0,1,0,0,0,19,4,8,5,0,33,0,0,2,0,0,0,0,2,0,0,1,0,4,1,0,0,0,0,11,94
24Apr2017  2200,90,5,0,0,4,5,0,0,0,0,0,1,0,0,0,20,4,9,5,0,33,0,0,2,0,0,0,0,2,0,0,1,0,4,2,0,0,0,0,10,94
24Apr2017  2300,89,5,0,0,4,5,0,0,0,0,0,1,0,0,0,23,4,9,6,0,34,0,0,2,0,0,0,0,2,0,0,1,0,4,2,0,0,0,0,5,94
25Apr2017  0000,89,5,0,0,5,5,0,0,0,0,0,1,1,0,0,25,4,9,9,0,30,0,0,2,0,0,0,0,2,0,0,1,0,4,2,0,0,0,0,2,94
25Apr2017  0100,89,5,0,0,5,5,0,0,0,0,0,1,1,0,0,25,5,10,11,0,27,0,0,2,0,0,0,0,2,0,0,1,0,4,2,0,0,0,0,1,94
25Apr2017  0200,89,6,0,0,5,6,0,0,0,0,0,1,1,0,0,24,5,12,13,0,24,0,0,2,0,0,0,0,2,0,0,2,0,5,2,0,0,0,0,0,94
25Apr2017  0300,89,6,0,0,5,6,0,0,0,0,0,1,2,0,1,23,5,12,13,0,23,0,0,2,0,0,0,0,2,0,0,2,0,5,2,0,0,0,0,1,94
25Apr2017  0400,89,6,0,0,5,6,0,0,0,0,0,1,1,0,1,23,5,11,12,0,26,0,0,2,0,0,0,0,1,0,0,2,0,5,2,0,0,0,0,2,94
25Apr2017  0500,89,6,0,0,5,5,0,0,0,0,0,1,1,0,1,23,5,10,10,0,27,0,0,2,0,0,0,0,1,0,0,2,0,5,1,0,0,0,0,5,94
25Apr2017  0600,88,5,0,0,5,5,0,0,0,0,0,1,1,0,1,23,4,9,6,0,27,0,0,2,0,0,0,0,1,0,0,2,0,5,1,0,0,0,0,9,93
25Apr2017  0700,85,5,0,0,4,5,0,0,0,0,0,1,1,0,1,19,4,9,5,0,29,0,0,2,0,0,0,0,1,0,0,2,0,4,1,0,0,0,0,11,90
25Apr2017  0800,81,5,0,0,4,5,0,0,0,0,0,1,1,0,0,13,4,8,5,0,33,0,0,2,0,0,0,0,1,0,0,2,0,3,1,0,0,0,0,11,86
25Apr2017  0900,79,5,0,0,4,5,0,0,0,0,0,1,1,0,0,11,4,8,4,0,33,0,0,2,0,0,0,0,1,0,0,2,0,3,1,0,0,0,0,13,84
25Apr2017  1000,78,5,0,0,4,5,0,0,0,0,0,1,1,0,0,9,4,9,4,0,34,0,0,2,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,13,83
25Apr2017  1100,78,5,0,0,4,5,0,0,0,0,0,1,1,0,0,10,4,9,4,0,35,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,11,83
25Apr2017  1200,78,5,0,0,4,4,0,0,0,0,0,1,1,0,0,12,4,10,4,0,37,0,0,1,0,0,0,0,1,0,0,2,0,1,2,0,0,0,0,6,83
25Apr2017  1300,78,5,0,0,4,4,0,0,0,0,0,1,1,0,0,15,4,10,4,0,35,0,0,1,0,0,0,0,1,0,0,2,0,1,3,0,0,0,0,3,83
25Apr2017  1400,78,5,0,0,4,5,0,0,0,0,0,1,1,0,0,18,4,9,5,0,33,0,0,1,0,0,0,0,2,0,0,2,0,2,3,0,0,0,0,1,83
25Apr2017  1500,78,5,0,0,4,5,0,0,0,0,0,1,1,0,0,19,4,9,5,0,31,0,0,1,0,0,0,0,1,0,0,2,0,3,3,0,0,0,0,1,83
25Apr2017  1600,78,5,0,0,4,5,0,0,0,0,0,1,2,0,0,19,4,8,5,0,30,0,0,2,0,0,0,0,1,0,0,2,0,3,3,0,0,0,0,2,83
25Apr2017  1700,78,5,0,0,4,5,0,0,0,0,0,1,2,0,0,17,4,8,4,0,31,0,0,2,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,5,83
25Apr2017  1800,78,5,0,0,4,5,0,0,0,0,0,1,1,0,0,13,4,8,4,0,31,0,0,1,0,0,0,0,1,0,0,2,0,3,2,0,0,0,0,9,83
25Apr2017  1900,75,5,0,0,4,4,0,0,0,0,0,1,1,0,0,11,4,8,4,0,30,0,0,1,0,0,0,0,1,0,0,2,0,3,1,0,0,0,0,12,79
25Apr2017  2000,72,5,0,0,4,4,0,0,0,0,0,1,1,0,0,9,4,9,4,0,30,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,12,76
25Apr2017  2100,71,5,0,0,4,4,0,0,0,0,0,1,1,0,0,8,4,9,4,0,30,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,12,75
25Apr2017  2200,71,4,0,0,4,4,0,0,0,0,0,1,1,0,0,8,4,9,4,0,32,0,0,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,11,75
